Question No.,Name,Problem Link,C++ Solution Link,Python Solution Link,Status,Category,Difficulty,Basic Idea,Section,Time Complexity,Space Complexity,Premium,Tags
373,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,https://github.com/astromanish/CP/blob/master/final_solution/0373.%20Find%20K%20Pairs%20with%20Smallest%20Sums/0373.cpp,,Not started,Heap,Medium,,Binary Heap,,,,
554,Brick Wall,https://leetcode.com/problems/brick-wall/,https://github.com/astromanish/CP/blob/master/final_solution/0554.%20Brick%20Wall/0554.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0554.%20Brick%20Wall/0554.py,Not started,Hash Table,Medium,,Hash Table,,,,
565,Array Nesting,https://leetcode.com/problems/array-nesting/,https://github.com/astromanish/CP/blob/master/final_solution/0565.%20Array%20Nesting/0565.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0565.%20Array%20Nesting/0565.py,Not started,Array,Medium,,Array,,,,
807,Max Increase to Keep City Skyline,https://leetcode.com/problems/max-increase-to-keep-city-skyline/,https://github.com/astromanish/CP/blob/master/final_solution/0807.%20Max%20Increase%20to%20Keep%20City%20Skyline/0807.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0807.%20Max%20Increase%20to%20Keep%20City%20Skyline/0807.py,Not started,Array,Medium,,Array,,,,
935,Knight Dialer,https://leetcode.com/problems/knight-dialer/,https://github.com/astromanish/CP/blob/master/final_solution/0935.%20Knight%20Dialer/0935.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0935.%20Knight%20Dialer/0935.py,Not started,Dynamic Programming,Medium,,Dynamic Programming,,,,
255,Verify Preorder Sequence in Binary Search Tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0255.%20Verify%20Preorder%20Sequence%20in%20Binary%20Search%20Tree/0255.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0255.%20Verify%20Preorder%20Sequence%20in%20Binary%20Search%20Tree/0255.py,Not started,Stack / Tree,Medium,,Stack,,,,
310,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees/,https://github.com/astromanish/CP/blob/master/final_solution/0310.%20Minimum%20Height%20Trees/0310.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0310.%20Minimum%20Height%20Trees/0310.py,Not started,BFS/ Graph,Medium,,Breadth-First Search,,,,
673,Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,https://github.com/astromanish/CP/blob/master/final_solution/0673.%20Number%20of%20Longest%20Increasing%20Subsequence/0673.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0673.%20Number%20of%20Longest%20Increasing%20Subsequence/0673.py,Not started,Dynamic Programming,Medium,,Dynamic Programming,,,,
103,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,https://github.com/astromanish/CP/blob/master/final_solution/0103.%20Binary%20Tree%20Zigzag%20Level%20Order%20Traversal/0103.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0103.%20Binary%20Tree%20Zigzag%20Level%20Order%20Traversal/0103.py,Not started,Tree / BFS,Medium,,Tree,,,,
684,Redundant Connection,https://leetcode.com/problems/redundant-connection/,https://github.com/astromanish/CP/blob/master/final_solution/0684.%20Redundant%20Connection/0684.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0684.%20Redundant%20Connection/0684.py,Not started,Graph / Union Find,Medium,,Graph,,,,
436,Find Right Interval,https://leetcode.com/problems/find-right-interval/,https://github.com/astromanish/CP/blob/master/final_solution/0436.%20Find%20Right%20Interval/0436.cpp,,Not started,Array / Binary Search,Medium,,Array,,,,
438,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/,https://github.com/astromanish/CP/blob/master/final_solution/0438.%20Find%20All%20Anagrams%20in%20a%20String/0438.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0438.%20Find%20All%20Anagrams%20in%20a%20String/0438.py,Not started,Hash Table,Medium,Build a char count list with 26-256 length. Note that this list can be update when going through the string. O(n) and O(1),Hash Table,,,,
513,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/,https://github.com/astromanish/CP/blob/master/final_solution/0513.%20Find%20Bottom%20Left%20Tree%20Value/0513.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0513.%20Find%20Bottom%20Left%20Tree%20Value/0513.py,Not started,Tree / BFS / DFS,Medium,,Tree,,,,
562,Longest Line of Consecutive One in Matrix,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0562.%20Longest%20Line%20of%20Consecutive%20One%20in%20Matrix/0562.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0562.%20Longest%20Line%20of%20Consecutive%20One%20in%20Matrix/0562.py,Not started,Array,Medium,,Array,,,,
416,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/,https://github.com/astromanish/CP/blob/master/final_solution/0416.%20Partition%20Equal%20Subset%20Sum/0416.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0416.%20Partition%20Equal%20Subset%20Sum/0416.py,Not started,Dynamic Programming,Medium,"DP, Check if sum of some elements can be half of total sum, O(total_sum / 2 * n) and O(total_sum / 2)",Dynamic Programming,,,,
503,Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0503.%20Next%20Greater%20Element%20II/0503.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0503.%20Next%20Greater%20Element%20II/0503.py,Not started,Stack,Medium,,Stack,,,,
114,Flatten Binary Tree to Linked List,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,https://github.com/astromanish/CP/blob/master/final_solution/0114.%20Flatten%20Binary%20Tree%20to%20Linked%20List/0114.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0114.%20Flatten%20Binary%20Tree%20to%20Linked%20List/0114.py,Not started,Tree / DFS,Medium,,Tree,,,,
144,Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal/,https://github.com/astromanish/CP/blob/master/final_solution/0144.%20Binary%20Tree%20Preorder%20Traversal/0144.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0144.%20Binary%20Tree%20Preorder%20Traversal/0144.py,Not started,Tree / Stack,Medium,"1. Recursion, O(n) and O(n)<br>2. Stack, O(n) and O(n)",Tree,,,,
143,Reorder List,https://leetcode.com/problems/reorder-list/,https://github.com/astromanish/CP/blob/master/final_solution/0143.%20Reorder%20List/0143.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0143.%20Reorder%20List/0143.py,Not started,Linked List,Medium,"1. List as index to rebuild relation, O(n) and O(n)<br>2. Two points, O(n) and O(1)",Linked List,,,,
304,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d---immutable/,https://github.com/astromanish/CP/blob/master/final_solution/0304.%20Range%20Sum%20Query%202D%20-%20Immutable/0304.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0304.%20Range%20Sum%20Query%202D%20-%20Immutable/0304.py,Not started,Dynamic Programming,Medium,,Dynamic Programming,,,,
654,Maximum Binary Tree,https://leetcode.com/problems/maximum-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0654.%20Maximum%20Binary%20Tree/0654.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0654.%20Maximum%20Binary%20Tree/0654.py,Not started,Tree,Medium,"1. Divide and conquer, recursive, O(n^2)<br>2. Monotonic stack, O(n)",Tree,,,,
113,Path Sum II,https://leetcode.com/problems/path-sum-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0113.%20Path%20Sum%20II/0113.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0113.%20Path%20Sum%20II/0113.py,Not started,Tree / DFS,Medium,,Tree,,,,
450,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst/,https://github.com/astromanish/CP/blob/master/final_solution/0450.%20Delete%20Node%20in%20a%20BST/0450.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0450.%20Delete%20Node%20in%20a%20BST/0450.py,Not started,Tree,Medium,,Tree,,,,
207,Course Schedule,https://leetcode.com/problems/course-schedule/,https://github.com/astromanish/CP/blob/master/final_solution/0207.%20Course%20Schedule/0207.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0207.%20Course%20Schedule/0207.py,Not started,Graph / BFS / Topological Sort,Medium,Cycle detection problem,Graph,,,,
802,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states/,https://github.com/astromanish/CP/blob/master/final_solution/0802.%20Find%20Eventual%20Safe%20States/0802.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0802.%20Find%20Eventual%20Safe%20States/0802.py,Not started,DFS / Graph,Medium,,Depth-First Search,,,,
846,Hand of Straights,https://leetcode.com/problems/hand-of-straights/,https://github.com/astromanish/CP/blob/master/final_solution/0846.%20Hand%20of%20Straights/0846.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0846.%20Hand%20of%20Straights/0846.py,Not started,Map,Medium,,Hash Table,,,,
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn/,https://github.com/astromanish/CP/blob/master/final_solution/0740.%20Delete%20and%20Earn/0740.cpp,,Not started,Dynamic Programming,Medium,,Dynamic Programming,,,,
378,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0378.%20Kth%20Smallest%20Element%20in%20a%20Sorted%20Matrix/0378.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0378.%20Kth%20Smallest%20Element%20in%20a%20Sorted%20Matrix/0378.py,Not started,Binary Search / Heap,Medium,,Binary Search,,,,
505,The Maze II,https://leetcode.com/problems/the-maze-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0505.%20The%20Maze%20II/0505.cpp,,Not started,DFS / BFS,Medium,,Depth-First Search,,,,
394,Decode String,https://leetcode.com/problems/decode-string/,https://github.com/astromanish/CP/blob/master/final_solution/0394.%20Decode%20String/0394.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0394.%20Decode%20String/0394.py,Not started,String / DFS,Medium,,String,,,,
116,Populating Next Right Pointers in Each Node,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,https://github.com/astromanish/CP/blob/master/final_solution/0116.%20Populating%20Next%20Right%20Pointers%20in%20Each%20Node/0116.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0116.%20Populating%20Next%20Right%20Pointers%20in%20Each%20Node/0116.py,Not started,Tree / BFS,Medium,,Tree,,,,
240,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0240.%20Search%20a%202D%20Matrix%20II/0240.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0240.%20Search%20a%202D%20Matrix%20II/0240.py,Not started,Binary Search / Divide and Conquer,Medium,,Binary Search,,,,
131,Palindrome Partitioning,https://leetcode.com/problems/palindrome-partitioning/,https://github.com/astromanish/CP/blob/master/final_solution/0131.%20Palindrome%20Partitioning/0131.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0131.%20Palindrome%20Partitioning/0131.py,Not started,Backtracking,Medium,,Backtracking,,,,
799,Champagne Tower,https://leetcode.com/problems/champagne-tower/,https://github.com/astromanish/CP/blob/master/final_solution/0799.%20Champagne%20Tower/0799.cpp,,Not started,Array,Medium,,Array,,,,
286,Walls and Gates,https://leetcode.com/problems/walls-and-gates/,https://github.com/astromanish/CP/blob/master/final_solution/0286.%20Walls%20and%20Gates/0286.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0286.%20Walls%20and%20Gates/0286.py,Not started,BFS,Medium,"BFS with queue, O(mn) and O(mn)",Breadth-First Search,,,,
285,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst/,https://github.com/astromanish/CP/blob/master/final_solution/0285.%20Inorder%20Successor%20in%20BST/0285.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0285.%20Inorder%20Successor%20in%20BST/0285.py,Not started,Tree,Medium,,Tree,,,,
289,Game of Life,https://leetcode.com/problems/game-of-life/,https://github.com/astromanish/CP/blob/master/final_solution/0289.%20Game%20of%20Life/0289.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0289.%20Game%20of%20Life/0289.py,Not started,Array,Medium,,Array,,,,
105,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,https://github.com/astromanish/CP/blob/master/final_solution/0105.%20Construct%20Binary%20Tree%20from%20Preorder%20and%20Inorder%20Traversal/0105.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0105.%20Construct%20Binary%20Tree%20from%20Preorder%20and%20Inorder%20Traversal/0105.py,Not started,Array / Tree / DFS,Medium,,Array,,,,
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary/,https://github.com/astromanish/CP/blob/master/final_solution/0332.%20Reconstruct%20Itinerary/0332.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0332.%20Reconstruct%20Itinerary/0332.py,Not started,Graph / DFS,Medium,,Graph,,,,
417,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow/,https://github.com/astromanish/CP/blob/master/final_solution/0417.%20Pacific%20Atlantic%20Water%20Flow/0417.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0417.%20Pacific%20Atlantic%20Water%20Flow/0417.py,Not started,DFS / BFS,Medium,,Depth-First Search,,,,
473,Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square/,https://github.com/astromanish/CP/blob/master/final_solution/0473.%20Matchsticks%20to%20Square/0473.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0473.%20Matchsticks%20to%20Square/0473.py,Not started,DFS,Medium,,Depth-First Search,,,,
681,Next Closest Time,https://leetcode.com/problems/next-closest-time/,https://github.com/astromanish/CP/blob/master/final_solution/0681.%20Next%20Closest%20Time/0681.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0681.%20Next%20Closest%20Time/0681.py,Not started,String,Medium,,String,,,,
229,Majority Element II,https://leetcode.com/problems/majority-element-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0229.%20Majority%20Element%20II/0229.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0229.%20Majority%20Element%20II/0229.py,Not started,Array,Medium,,Array,,,,
820,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words/,https://github.com/astromanish/CP/blob/master/final_solution/0820.%20Short%20Encoding%20of%20Words/0820.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0820.%20Short%20Encoding%20of%20Words/0820.py,Not started,Trie,Medium,,Trie,,,,
433,Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation/,https://github.com/astromanish/CP/blob/master/final_solution/0433.%20Minimum%20Genetic%20Mutation/0433.cpp,,Not started,BFS,Medium,,Breadth-First Search,,,,
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0227.%20Basic%20Calculator%20II/0227.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0227.%20Basic%20Calculator%20II/0227.py,Not started,String,Medium,,String,,,,
525,Contiguous Array,https://leetcode.com/problems/contiguous-array/,https://github.com/astromanish/CP/blob/master/final_solution/0525.%20Contiguous%20Array/0525.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0525.%20Contiguous%20Array/0525.py,Not started,Hash Table,Medium,,Hash Table,,,,
247,Strobogrammatic Number II,https://leetcode.com/problems/strobogrammatic-number-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0247.%20Strobogrammatic%20Number%20II/0247.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0247.%20Strobogrammatic%20Number%20II/0247.py,Not started,Math / Recursion,Medium,,Mathematics,,,,
228,Summary Ranges,https://leetcode.com/problems/summary-ranges/,https://github.com/astromanish/CP/blob/master/final_solution/0228.%20Summary%20Ranges/0228.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0228.%20Summary%20Ranges/0228.py,Not started,Array,Medium,"Detect start and jump, O(n) and O(1)",Array,,,,
797,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target/,https://github.com/astromanish/CP/blob/master/final_solution/0797.%20All%20Paths%20From%20Source%20to%20Target/0797.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0797.%20All%20Paths%20From%20Source%20to%20Target/0797.py,Not started,DFS / Graph,Medium,,Depth-First Search,,,,
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures/,https://github.com/astromanish/CP/blob/master/final_solution/0739.%20Daily%20Temperatures/0739.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0739.%20Daily%20Temperatures/0739.py,Not started,Stack / Hash Table,Medium,,Stack,,,,
787,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/,https://github.com/astromanish/CP/blob/master/final_solution/0787.%20Cheapest%20Flights%20Within%20K%20Stops/0787.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0787.%20Cheapest%20Flights%20Within%20K%20Stops/0787.py,Not started,Graph / Heap,Medium,,Graph,,,,
636,Exclusive Time of Functions,https://leetcode.com/problems/exclusive-time-of-functions/,https://github.com/astromanish/CP/blob/master/final_solution/0636.%20Exclusive%20Time%20of%20Functions/0636.cpp,,Not started,Stack,Medium,,Stack,,,,
498,Diagonal Traverse,https://leetcode.com/problems/diagonal-traverse/,https://github.com/astromanish/CP/blob/master/final_solution/0498.%20Diagonal%20Traverse/0498.cpp,,Not started,Matrix,Medium,,Matrix,,,,
