Question No.,Name,Problem Link,C++ Solution Link,Python Solution Link,Status,Category,Difficulty,Basic Idea,Section,Time Complexity,Space Complexity,Premium,Tags
938,Range Sum of BST,https://leetcode.com/problems/range-sum-of-bst/,https://github.com/astromanish/CP/blob/master/final_solution/0938.%20Range%20Sum%20of%20BST/0938.cpp,,Not started,Tree,Easy,,Tree,,,,
543,Diameter of Binary Tree,https://leetcode.com/problems/diameter-of-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0543.%20Diameter%20of%20Binary%20Tree/0543.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0543.%20Diameter%20of%20Binary%20Tree/0543.py,Not started,Tree,Easy,DFS with O(1) for max answer,Tree,,,,
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0680.%20Valid%20Palindrome%20II/0680.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0680.%20Valid%20Palindrome%20II/0680.py,Not started,String,Easy,"Recursively check s[left == end, when not equal delete left or right.",String,,,,
108,Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0108.%20Convert%20Sorted%20Array%20to%20Binary%20Search%20Tree/0108.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0108.%20Convert%20Sorted%20Array%20to%20Binary%20Search%20Tree/0108.py,Not started,Tree / DFS,Easy,,Tree,,,,
121,Best Time to Buy and Sell Stock,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://github.com/astromanish/CP/blob/master/final_solution/0121.%20Best%20Time%20to%20Buy%20and%20Sell%20Stock/0121.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0121.%20Best%20Time%20to%20Buy%20and%20Sell%20Stock/0121.py,Done,Array / Dynamic Programming,Easy,,Array,,,,
293,Flip Game,https://leetcode.com/problems/flip-game/,https://github.com/astromanish/CP/blob/master/final_solution/0293.%20Flip%20Game/0293.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0293.%20Flip%20Game/0293.py,Not started,String,Easy,,String,,,,
633,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers/,https://github.com/astromanish/CP/blob/master/final_solution/0633.%20Sum%20of%20Square%20Numbers/0633.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0633.%20Sum%20of%20Square%20Numbers/0633.py,Not started,Math,Easy,,Mathematics,,,,
136,Single Number,https://leetcode.com/problems/single-number/,https://github.com/astromanish/CP/blob/master/final_solution/0136.%20Single%20Number/0136.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0136.%20Single%20Number/0136.py,Done,Bit Manipulation,Easy,"1. Hash or set, O(n) and O(n)<br>2. xor O(n) and O(1)",Bit Manipulation,,,,
482,License Key Formatting,https://leetcode.com/problems/license-key-formatting/,https://github.com/astromanish/CP/blob/master/final_solution/0482.%20License%20Key%20Formatting/0482.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0482.%20License%20Key%20Formatting/0482.py,Not started,Array,Easy,"String processing, lower and len % K, O(n) and O(n)",Array,,,,
441,Arranging Coins,https://leetcode.com/problems/arranging-coins/,https://github.com/astromanish/CP/blob/master/final_solution/0441.%20Arranging%20Coins/0441.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0441.%20Arranging%20Coins/0441.py,Not started,Math,Easy,O(n) time.,Mathematics,,,,
541,Reverse String II,https://leetcode.com/problems/reverse-string-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0541.%20Reverse%20String%20II/0541.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0541.%20Reverse%20String%20II/0541.py,Not started,String,Easy,"Handle each 2k until reaching end, On(n) and O(n)",String,,,,
290,Word Pattern,https://leetcode.com/problems/word-pattern/,https://github.com/astromanish/CP/blob/master/final_solution/0290.%20Word%20Pattern/0290.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0290.%20Word%20Pattern/0290.py,Not started,Hash Table,Easy,,Hash Table,,,,
198,House Robber,https://leetcode.com/problems/house-robber/,https://github.com/astromanish/CP/blob/master/final_solution/0198.%20House%20Robber/0198.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0198.%20House%20Robber/0198.py,Done,Dynamic Programming,Easy,"f(k) = max(f(k – 2) + num[k], f(k – 1)), O(n) and O(1)",Dynamic Programming,,,,
674,Longest Continuous Increasing Subsequence,https://leetcode.com/problems/longest-continuous-increasing-subsequence/,https://github.com/astromanish/CP/blob/master/final_solution/0674.%20Longest%20Continuous%20Increasing%20Subsequence/0674.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0674.%20Longest%20Continuous%20Increasing%20Subsequence/0674.py,Not started,Array,Easy,"Scan nums once, check nums[i] < nums[i+1], if not reset count, O(n) and O(1)",Array,,,,
669,Trim a Binary Search Tree,https://leetcode.com/problems/trim-a-binary-search-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0669.%20Trim%20a%20Binary%20Search%20Tree/0669.cpp,,Not started,Tree,Easy,,Tree,,,,
226,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0226.%20Invert%20Binary%20Tree/0226.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0226.%20Invert%20Binary%20Tree/0226.py,Not started,Tree,Easy,,Tree,,,,
263,Ugly Number,https://leetcode.com/problems/ugly-number/,https://github.com/astromanish/CP/blob/master/final_solution/0263.%20Ugly%20Number/0263.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0263.%20Ugly%20Number/0263.py,Not started,Math,Easy,,Mathematics,,,,
859,Buddy Strings,https://leetcode.com/problems/buddy-strings/,https://github.com/astromanish/CP/blob/master/final_solution/0859.%20Buddy%20Strings/0859.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0859.%20Buddy%20Strings/0859.py,Not started,String,Easy,,String,,,,
339,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum/,https://github.com/astromanish/CP/blob/master/final_solution/0339.%20Nested%20List%20Weight%20Sum/0339.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0339.%20Nested%20List%20Weight%20Sum/0339.py,Not started,DFS,Easy,,Depth-First Search,,,,
234,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list/,https://github.com/astromanish/CP/blob/master/final_solution/0234.%20Palindrome%20Linked%20List/0234.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0234.%20Palindrome%20Linked%20List/0234.py,Not started,Linked List / Two Pointers,Easy,,Linked List,,,,
687,Longest Univalue Path,https://leetcode.com/problems/longest-univalue-path/,https://github.com/astromanish/CP/blob/master/final_solution/0687.%20Longest%20Univalue%20Path/0687.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0687.%20Longest%20Univalue%20Path/0687.py,Not started,Tree / DFS,Easy,,Tree,,,,
747,Largest Number At Least Twice of Others,https://leetcode.com/problems/largest-number-at-least-twice-of-others/,https://github.com/astromanish/CP/blob/master/final_solution/0747.%20Largest%20Number%20At%20Least%20Twice%20of%20Others/0747.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0747.%20Largest%20Number%20At%20Least%20Twice%20of%20Others/0747.py,Not started,Array,Easy,,Array,,,,
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0606.%20Construct%20String%20from%20Binary%20Tree/0606.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0606.%20Construct%20String%20from%20Binary%20Tree/0606.py,Not started,Tree / String,Easy,,Tree,,,,
266,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation/,https://github.com/astromanish/CP/blob/master/final_solution/0266.%20Palindrome%20Permutation/0266.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0266.%20Palindrome%20Permutation/0266.py,Not started,Hash Table,Easy,,Hash Table,,,,
246,Strobogrammatic Number,https://leetcode.com/problems/strobogrammatic-number/,https://github.com/astromanish/CP/blob/master/final_solution/0246.%20Strobogrammatic%20Number/0246.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0246.%20Strobogrammatic%20Number/0246.py,Not started,Hash Table / Math,Easy,,Hash Table,,,,
107,Binary Tree Level Order Traversal II,https://leetcode.com/problems/binary-tree-level-order-traversal-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0107.%20Binary%20Tree%20Level%20Order%20Traversal%20II/0107.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0107.%20Binary%20Tree%20Level%20Order%20Traversal%20II/0107.py,Not started,Tree,Easy,,Tree,,,,
100,Same Tree,https://leetcode.com/problems/same-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0100.%20Same%20Tree/0100.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0100.%20Same%20Tree/0100.py,Not started,Tree / DFS,Easy,,Tree,,,,
849,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person/,https://github.com/astromanish/CP/blob/master/final_solution/0849.%20Maximize%20Distance%20to%20Closest%20Person/0849.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0849.%20Maximize%20Distance%20to%20Closest%20Person/0849.py,Not started,Array,Easy,,Array,,,,
720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary/,https://github.com/astromanish/CP/blob/master/final_solution/0720.%20Longest%20Word%20in%20Dictionary/0720.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0720.%20Longest%20Word%20in%20Dictionary/0720.py,Not started,Hash Table / Trie,Easy,"1. Brute Force, O(sum(w^2)) and O(w)<br>2. Tire Tree, O(sum(w) and O(w))<br>3. Sort and word without last char, O(nlogn + sum(w)) and O(w)",Hash Table,,,,
686,Repeated String Match,https://leetcode.com/problems/repeated-string-match/,https://github.com/astromanish/CP/blob/master/final_solution/0686.%20Repeated%20String%20Match/0686.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0686.%20Repeated%20String%20Match/0686.py,Not started,String,Easy,,String,,,,
758,Bold Words in String,https://leetcode.com/problems/bold-words-in-string/,https://github.com/astromanish/CP/blob/master/final_solution/0758.%20Bold%20Words%20in%20String/0758.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0758.%20Bold%20Words%20in%20String/0758.py,Not started,String,Easy,,String,,,,
766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0766.%20Toeplitz%20Matrix/0766.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0766.%20Toeplitz%20Matrix/0766.py,Not started,Array,Easy,"Check from top left to bottom right, i,j == i + 1, j + 1.",Array,,,,
104,Maximum Depth of Binary Tree,https://leetcode.com/problems/maximum-depth-of-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0104.%20Maximum%20Depth%20of%20Binary%20Tree/0104.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0104.%20Maximum%20Depth%20of%20Binary%20Tree/0104.py,Not started,Tree,Easy,,Tree,,,,
231,Power of Two,https://leetcode.com/problems/power-of-two/,https://github.com/astromanish/CP/blob/master/final_solution/0231.%20Power%20of%20Two/0231.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0231.%20Power%20of%20Two/0231.py,Not started,Bit Manipulation,Easy,,Bit Manipulation,,,,
168,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title/,https://github.com/astromanish/CP/blob/master/final_solution/0168.%20Excel%20Sheet%20Column%20Title/0168.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0168.%20Excel%20Sheet%20Column%20Title/0168.py,Not started,Math,Easy,,Mathematics,,,,
101,Symmetric Tree,https://leetcode.com/problems/symmetric-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0101.%20Symmetric%20Tree/0101.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0101.%20Symmetric%20Tree/0101.py,Done,Tree,Easy,,Tree,,,,
252,Meeting Rooms,https://leetcode.com/problems/meeting-rooms/,https://github.com/astromanish/CP/blob/master/final_solution/0252.%20Meeting%20Rooms/0252.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0252.%20Meeting%20Rooms/0252.py,Not started,Sort,Easy,"1. Sort and compare intervals[i].end with intervals[i+1], O(nlogn) and O(1)<br>2. Sort and check intervals when count >= 2, O(nlogn) and O(n)",Sort,,,,
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index/,https://github.com/astromanish/CP/blob/master/final_solution/0724.%20Find%20Pivot%20Index/0724.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0724.%20Find%20Pivot%20Index/0724.py,Not started,Array,Easy,"Seach the array to find a place where left sum is equal to right sum, O(n) and O(1)",Array,,,,
206,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list/,https://github.com/astromanish/CP/blob/master/final_solution/0206.%20Reverse%20Linked%20List/0206.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0206.%20Reverse%20Linked%20List/0206.py,Done,Linked List,Easy,"1. Stack, O(n) and O(n)<br>2. Traverse on prev and curr, then curr.next = prev, O(n) and O(1)<br>3. Recursion, O(n) and O(1)",Linked List,,,,
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings/,https://github.com/astromanish/CP/blob/master/final_solution/0696.%20Count%20Binary%20Substrings/0696.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0696.%20Count%20Binary%20Substrings/0696.py,Not started,String,Easy,,String,,,,
653,Two Sum IV - Input is a BST,https://leetcode.com/problems/two-sum-iv---input-is-a-bst/,https://github.com/astromanish/CP/blob/master/final_solution/0653.%20Two%20Sum%20IV%20-%20Input%20is%20a%20BST/0653.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0653.%20Two%20Sum%20IV%20-%20Input%20is%20a%20BST/0653.py,Not started,DFS,Easy,,Depth-First Search,,,,
112,Path Sum,https://leetcode.com/problems/path-sum/,https://github.com/astromanish/CP/blob/master/final_solution/0112.%20Path%20Sum/0112.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0112.%20Path%20Sum/0112.py,Not started,Tree / DFS,Easy,,Tree,,,,
643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i/,https://github.com/astromanish/CP/blob/master/final_solution/0643.%20Maximum%20Average%20Subarray%20I/0643.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0643.%20Maximum%20Average%20Subarray%20I/0643.py,Not started,Array,Easy,,Array,,,,
191,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits/,https://github.com/astromanish/CP/blob/master/final_solution/0191.%20Number%20of%201%20Bits/0191.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0191.%20Number%20of%201%20Bits/0191.py,Not started,Bit Manipulation,Easy,,Bit Manipulation,,,,
408,Valid Word Abbreviation,https://leetcode.com/problems/valid-word-abbreviation/,https://github.com/astromanish/CP/blob/master/final_solution/0408.%20Valid%20Word%20Abbreviation/0408.cpp,,Not started,String,Easy,,String,,,,
690,Employee Importance,https://leetcode.com/problems/employee-importance/,https://github.com/astromanish/CP/blob/master/final_solution/0690.%20Employee%20Importance/0690.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0690.%20Employee%20Importance/0690.py,Not started,Hash Table / BFS / DFS,Easy,,Hash Table,,,,
872,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees/,https://github.com/astromanish/CP/blob/master/final_solution/0872.%20Leaf-Similar%20Trees/0872.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0872.%20Leaf-Similar%20Trees/0872.py,Not started,Tree / DFS,Easy,"DFS (stack or recursion) get leaf value sequence and compare, O(n) and O(n)",Tree,,,,
141,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle/,https://github.com/astromanish/CP/blob/master/final_solution/0141.%20Linked%20List%20Cycle/0141.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0141.%20Linked%20List%20Cycle/0141.py,Not started,Linked List / Two Pointers,Easy,1. Hash or set<br> 2. Two points (fast and slow)<br>3. Add a max and check if reach the max,Linked List,,,,
566,Reshape the Matrix,https://leetcode.com/problems/reshape-the-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0566.%20Reshape%20the%20Matrix/0566.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0566.%20Reshape%20the%20Matrix/0566.py,Not started,Array,Easy,,Array,,,,
832,Flipping an Image,https://leetcode.com/problems/flipping-an-image/,https://github.com/astromanish/CP/blob/master/final_solution/0832.%20Flipping%20an%20Image/0832.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0832.%20Flipping%20an%20Image/0832.py,Not started,Array,Easy,"Invert and swap can be done at the same time, and careful about (n + 1)/2, O(n^2) and O(1)",Array,,,,
734,Sentence Similarity,https://leetcode.com/problems/sentence-similarity/,https://github.com/astromanish/CP/blob/master/final_solution/0734.%20Sentence%20Similarity/0734.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0734.%20Sentence%20Similarity/0734.py,Not started,Hash Table,Easy,,Hash Table,,,,
496,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/,https://github.com/astromanish/CP/blob/master/final_solution/0496.%20Next%20Greater%20Element%20I/0496.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0496.%20Next%20Greater%20Element%20I/0496.py,Not started,Stack,Easy,,Stack,,,,
276,Paint Fence,https://leetcode.com/problems/paint-fence/,https://github.com/astromanish/CP/blob/master/final_solution/0276.%20Paint%20Fence/0276.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0276.%20Paint%20Fence/0276.py,Not started,Dynamic Programming,Easy,,Dynamic Programming,,,,
896,Monotonic Array,https://leetcode.com/problems/monotonic-array/,https://github.com/astromanish/CP/blob/master/final_solution/0896.%20Monotonic%20Array/0896.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0896.%20Monotonic%20Array/0896.py,Not started,Array,Easy,,Array,,,,
830,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups/,https://github.com/astromanish/CP/blob/master/final_solution/0830.%20Positions%20of%20Large%20Groups/0830.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0830.%20Positions%20of%20Large%20Groups/0830.py,Not started,Array,Easy,,Array,,,,
819,Most Common Word,https://leetcode.com/problems/most-common-word/,https://github.com/astromanish/CP/blob/master/final_solution/0819.%20Most%20Common%20Word/0819.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0819.%20Most%20Common%20Word/0819.py,Not started,String,Easy,"String processing, be careful about 'b,b,b'. regex is recommended.",String,,,,
784,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation/,https://github.com/astromanish/CP/blob/master/final_solution/0784.%20Letter%20Case%20Permutation/0784.cpp,,Not started,String,Easy,"Note that this is a 2^n problem. 1. Recursively generate result with previous result <br> 2. Bin Mask, number of zeor equal to number of alpha<br>3. Python build in product.",String,,,,
572,Subtree of Another Tree,https://leetcode.com/problems/subtree-of-another-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0572.%20Subtree%20of%20Another%20Tree/0572.cpp,,Not started,Tree,Easy,1. Tree traverse and compare<br>2. Tree to string and compare,Tree,,,,
303,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query---immutable/,https://github.com/astromanish/CP/blob/master/final_solution/0303.%20Range%20Sum%20Query%20-%20Immutable/0303.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0303.%20Range%20Sum%20Query%20-%20Immutable/0303.py,Not started,Dynamic Programming,Easy,,Dynamic Programming,,,,
412,Fizz Buzz,https://leetcode.com/problems/fizz-buzz/,https://github.com/astromanish/CP/blob/master/final_solution/0412.%20Fizz%20Buzz/0412.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0412.%20Fizz%20Buzz/0412.py,Not started,Array,Easy,"1. From 1 to n, condition check<br>2. Condition check and string connect",Array,,,,
771,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones/,https://github.com/astromanish/CP/blob/master/final_solution/0771.%20Jewels%20and%20Stones/0771.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0771.%20Jewels%20and%20Stones/0771.py,Not started,Hash Table,Easy,Count given char in string. Hash or table. [Oneline](https://leetcode.com/problems/jewels-and-stones/discuss/113574/1-liners-PythonJavaRuby),Hash Table,,,,
888,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap/,https://github.com/astromanish/CP/blob/master/final_solution/0888.%20Fair%20Candy%20Swap/0888.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0888.%20Fair%20Candy%20Swap/0888.py,Not started,Array,Easy,,Array,,,,
283,Move Zeroes,https://leetcode.com/problems/move-zeroes/,https://github.com/astromanish/CP/blob/master/final_solution/0283.%20Move%20Zeroes/0283.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0283.%20Move%20Zeroes/0283.py,Not started,Array / Two Pointers,Easy,,Array,,,,
717,1-bit and 2-bit Characters,https://leetcode.com/problems/1-bit-and-2-bit-characters/,https://github.com/astromanish/CP/blob/master/final_solution/0717.%201-bit%20and%202-bit%20Characters/0717.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0717.%201-bit%20and%202-bit%20Characters/0717.py,Not started,Array,Easy,"1. Go through bits, 1 skip next, O(n) and O(1)<br>2. Find second last zero reversely, O(n) and O(1)",Array,,,,
404,Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves/,https://github.com/astromanish/CP/blob/master/final_solution/0404.%20Sum%20of%20Left%20Leaves/0404.cpp,,Not started,Tree,Easy,1. Recursively DFS with root.left.left and root.left.right check<br>2. The same DFS based on stack,Tree,,,,
