Question No.,Name,Problem Link,C++ Solution Link,Python Solution Link,Status,Category,Difficulty,Basic Idea,Section,Time Complexity,Space Complexity,Premium,Tags
467,Unique Substrings in Wraparound String,https://leetcode.com/problems/unique-substrings-in-wraparound-string/,https://github.com/astromanish/CP/blob/master/final_solution/0467.%20Unique%20Substrings%20in%20Wraparound%20String/0467.cpp,,Not started,Dynamic Programming,Medium,,Dynamic Programming,,,,Dynamic Programming
307,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query---mutable/,https://github.com/astromanish/CP/blob/master/final_solution/0307.%20Range%20Sum%20Query%20-%20Mutable/0307.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0307.%20Range%20Sum%20Query%20-%20Mutable/0307.py,Not started,Segment Tree,Medium,,,,,,Segment Tree
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate/,https://github.com/astromanish/CP/blob/master/final_solution/0649.%20Dota2%20Senate/0649.cpp,,Not started,,Medium,,,,,,nan
994,Rotting Oranges,https://leetcode.com/problems/rotting-oranges/,https://github.com/astromanish/CP/blob/master/final_solution/0994.%20Rotting%20Oranges/0994.cpp,,Not started,,Medium,,,,,,nan
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/,https://github.com/astromanish/CP/blob/master/final_solution/0560.%20Subarray%20Sum%20Equals%20K/0560.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0560.%20Subarray%20Sum%20Equals%20K/0560.py,Not started,Array / Map,Medium,"Note that there are n^2 possible pairs, so the key point is accelerate computation for sum and reduce unnecessary pair. 1. Cummulative sum, O(n^2) and O(1)/O(n)<br>2. Add sum into hash, check if sum - k is in hash, O(n) and O(n)",Array,,,,Array / Map
1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock/,https://github.com/astromanish/CP/blob/master/final_solution/1344.%20Angle%20Between%20Hands%20of%20a%20Clock/1344.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1344.%20Angle%20Between%20Hands%20of%20a%20Clock/1344.py,Not started,,Medium,,,,,,nan
539,Minimum Time Difference,https://leetcode.com/problems/minimum-time-difference/,https://github.com/astromanish/CP/blob/master/final_solution/0539.%20Minimum%20Time%20Difference/0539.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0539.%20Minimum%20Time%20Difference/0539.py,Not started,,Medium,,,,,,nan
954,Array of Doubled Pairs,https://leetcode.com/problems/array-of-doubled-pairs/,https://github.com/astromanish/CP/blob/master/final_solution/0954.%20Array%20of%20Doubled%20Pairs/0954.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0954.%20Array%20of%20Doubled%20Pairs/0954.py,Not started,,Medium,"Sort, then use hashmap to store the frequency of each value. Then, check n, 2 * n in hashmap, O(nlogn) and O(n)",,,,,nan
1090,Largest Values From Labels,https://leetcode.com/problems/largest-values-from-labels/,https://github.com/astromanish/CP/blob/master/final_solution/1090.%20Largest%20Values%20From%20Labels/1090.cpp,,Not started,,Medium,,,,,,nan
536,Construct Binary Tree from String,https://leetcode.com/problems/construct-binary-tree-from-string/,https://github.com/astromanish/CP/blob/master/final_solution/0536.%20Construct%20Binary%20Tree%20from%20String/0536.cpp,,Not started,String / Tree,Medium,,String,,,,String / Tree
413,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices/,https://github.com/astromanish/CP/blob/master/final_solution/0413.%20Arithmetic%20Slices/0413.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0413.%20Arithmetic%20Slices/0413.py,Not started,,Medium,,,,,,nan
343,Integer Break,https://leetcode.com/problems/integer-break/,https://github.com/astromanish/CP/blob/master/final_solution/0343.%20Integer%20Break/0343.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0343.%20Integer%20Break/0343.py,Not started,,Medium,,,,,,nan
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome/,https://github.com/astromanish/CP/blob/master/final_solution/1328.%20Break%20a%20Palindrome/1328.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1328.%20Break%20a%20Palindrome/1328.py,Not started,,Medium,,,,,,nan
1041,Robot Bounded In Circle,https://leetcode.com/problems/robot-bounded-in-circle/,https://github.com/astromanish/CP/blob/master/final_solution/1041.%20Robot%20Bounded%20In%20Circle/1041.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1041.%20Robot%20Bounded%20In%20Circle/1041.py,Not started,,Medium,,,,,,nan
153,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/,https://github.com/astromanish/CP/blob/master/final_solution/0153.%20Find%20Minimum%20in%20Rotated%20Sorted%20Array/0153.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0153.%20Find%20Minimum%20in%20Rotated%20Sorted%20Array/0153.py,Not started,,Medium,"Binary search with conditions, A[l] > A[r]",,,,,nan
372,Super Pow,https://leetcode.com/problems/super-pow/,https://github.com/astromanish/CP/blob/master/final_solution/0372.%20Super%20Pow/0372.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0372.%20Super%20Pow/0372.py,Not started,,Medium,,,,,,nan
1161,Maximum Level Sum of a Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/1161.%20Maximum%20Level%20Sum%20of%20a%20Binary%20Tree/1161.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1161.%20Maximum%20Level%20Sum%20of%20a%20Binary%20Tree/1161.py,Not started,,Medium,,,,,,nan
462,Minimum Moves to Equal Array Elements II,https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0462.%20Minimum%20Moves%20to%20Equal%20Array%20Elements%20II/0462.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0462.%20Minimum%20Moves%20to%20Equal%20Array%20Elements%20II/0462.py,Not started,,Medium,,,,,,nan
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,https://github.com/astromanish/CP/blob/master/final_solution/1343.%20Number%20of%20Sub-arrays%20of%20Size%20K%20and%20Average%20Greater%20than%20or%20Equal%20to%20Threshold/1343.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1343.%20Number%20of%20Sub-arrays%20of%20Size%20K%20and%20Average%20Greater%20than%20or%20Equal%20to%20Threshold/1343.py,Not started,,Medium,,,,,,nan
1140,Stone Game II,https://leetcode.com/problems/stone-game-ii/,https://github.com/astromanish/CP/blob/master/final_solution/1140.%20Stone%20Game%20II/1140.cpp,,Not started,,Medium,,,,,,nan
722,Remove Comments,https://leetcode.com/problems/remove-comments/,https://github.com/astromanish/CP/blob/master/final_solution/0722.%20Remove%20Comments/0722.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0722.%20Remove%20Comments/0722.py,Not started,,Medium,,,,,,nan
1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination/,,,Not started,,Medium,,,,,,nan
948,Bag of Tokens,https://leetcode.com/problems/bag-of-tokens/,https://github.com/astromanish/CP/blob/master/final_solution/0948.%20Bag%20of%20Tokens/0948.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0948.%20Bag%20of%20Tokens/0948.py,Not started,,Medium,,,,,,nan
789,Escape The Ghosts,https://leetcode.com/problems/escape-the-ghosts/,https://github.com/astromanish/CP/blob/master/final_solution/0789.%20Escape%20The%20Ghosts/0789.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0789.%20Escape%20The%20Ghosts/0789.py,Not started,,Medium,,,,,,nan
986,Interval List Intersections,https://leetcode.com/problems/interval-list-intersections/,https://github.com/astromanish/CP/blob/master/final_solution/0986.%20Interval%20List%20Intersections/0986.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0986.%20Interval%20List%20Intersections/0986.py,Not started,,Medium,,,,,,nan
376,Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence/,https://github.com/astromanish/CP/blob/master/final_solution/0376.%20Wiggle%20Subsequence/0376.cpp,,Not started,,Medium,,,,,,nan
737,Sentence Similarity II,https://leetcode.com/problems/sentence-similarity-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0737.%20Sentence%20Similarity%20II/0737.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0737.%20Sentence%20Similarity%20II/0737.py,Not started,,Medium,,,,,,nan
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island/,https://github.com/astromanish/CP/blob/master/final_solution/0695.%20Max%20Area%20of%20Island/0695.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0695.%20Max%20Area%20of%20Island/0695.py,Not started,Array / DFS,Medium,,Array,,,,Array / DFS
348,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe/,https://github.com/astromanish/CP/blob/master/final_solution/0348.%20Design%20Tic-Tac-Toe/0348.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0348.%20Design%20Tic-Tac-Toe/0348.py,Not started,Design,Medium,,,,,,Design
1318,Minimum Flips to Make a OR b Equal to c,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,https://github.com/astromanish/CP/blob/master/final_solution/1318.%20Minimum%20Flips%20to%20Make%20a%20OR%20b%20Equal%20to%20c/1318.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1318.%20Minimum%20Flips%20to%20Make%20a%20OR%20b%20Equal%20to%20c/1318.py,Not started,,Medium,,,,,,nan
1376,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees/,https://github.com/astromanish/CP/blob/master/final_solution/1376.%20Time%20Needed%20to%20Inform%20All%20Employees/1376.cpp,,Not started,,Medium,,,,,,nan
1093,Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample/,https://github.com/astromanish/CP/blob/master/final_solution/1093.%20Statistics%20from%20a%20Large%20Sample/1093.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1093.%20Statistics%20from%20a%20Large%20Sample/1093.py,Not started,,Medium,,,,,,nan
1080,Insufficient Nodes in Root to Leaf Paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/,https://github.com/astromanish/CP/blob/master/final_solution/1080.%20Insufficient%20Nodes%20in%20Root%20to%20Leaf%20Paths/1080.cpp,,Not started,,Medium,,,,,,nan
1315,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/,https://github.com/astromanish/CP/blob/master/final_solution/1315.%20Sum%20of%20Nodes%20with%20Even-Valued%20Grandparent/1315.cpp,,Not started,,Medium,,,,,,nan
873,Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/,https://github.com/astromanish/CP/blob/master/final_solution/0873.%20Length%20of%20Longest%20Fibonacci%20Subsequence/0873.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0873.%20Length%20of%20Longest%20Fibonacci%20Subsequence/0873.py,Not started,,Medium,,,,,,nan
1325,Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value/,https://github.com/astromanish/CP/blob/master/final_solution/1325.%20Delete%20Leaves%20With%20a%20Given%20Value/1325.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1325.%20Delete%20Leaves%20With%20a%20Given%20Value/1325.py,Not started,,Medium,,,,,,nan
1167,Minimum Cost to Connect Sticks,https://leetcode.com/problems/minimum-cost-to-connect-sticks/,https://github.com/astromanish/CP/blob/master/final_solution/1167.%20Minimum%20Cost%20to%20Connect%20Sticks/1167.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1167.%20Minimum%20Cost%20to%20Connect%20Sticks/1167.py,Not started,,Medium,,,,,,nan
754,Reach a Number,https://leetcode.com/problems/reach-a-number/,https://github.com/astromanish/CP/blob/master/final_solution/0754.%20Reach%20a%20Number/0754.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0754.%20Reach%20a%20Number/0754.py,Not started,,Medium,,,,,,nan
1061,Lexicographically Smallest Equivalent String,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/,https://github.com/astromanish/CP/blob/master/final_solution/1061.%20Lexicographically%20Smallest%20Equivalent%20String/1061.cpp,,Not started,,Medium,,,,,,nan
249,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings/,https://github.com/astromanish/CP/blob/master/final_solution/0249.%20Group%20Shifted%20Strings/0249.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0249.%20Group%20Shifted%20Strings/0249.py,Not started,String,Medium,,String,,,,String
1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget/,https://github.com/astromanish/CP/blob/master/final_solution/1208.%20Get%20Equal%20Substrings%20Within%20Budget/1208.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1208.%20Get%20Equal%20Substrings%20Within%20Budget/1208.py,Not started,,Medium,,,,,,nan
398,Random Pick Index,https://leetcode.com/problems/random-pick-index/,https://github.com/astromanish/CP/blob/master/final_solution/0398.%20Random%20Pick%20Index/0398.cpp,,Not started,Reservoir Sampling,Medium,,,,,,Reservoir Sampling
553,Optimal Division,https://leetcode.com/problems/optimal-division/,https://github.com/astromanish/CP/blob/master/final_solution/0553.%20Optimal%20Division/0553.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0553.%20Optimal%20Division/0553.py,Not started,,Medium,,,,,,nan
1234,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,https://github.com/astromanish/CP/blob/master/final_solution/1234.%20Replace%20the%20Substring%20for%20Balanced%20String/1234.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1234.%20Replace%20the%20Substring%20for%20Balanced%20String/1234.py,Not started,,Medium,,,,,,nan
166,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal/,https://github.com/astromanish/CP/blob/master/final_solution/0166.%20Fraction%20to%20Recurring%20Decimal/0166.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0166.%20Fraction%20to%20Recurring%20Decimal/0166.py,Not started,,Medium,% and Hash to find duplicate,,,,,nan
319,Bulb Switcher,https://leetcode.com/problems/bulb-switcher/,https://github.com/astromanish/CP/blob/master/final_solution/0319.%20Bulb%20Switcher/0319.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0319.%20Bulb%20Switcher/0319.py,Not started,,Medium,,,,,,nan
393,UTF-8 Validation,https://leetcode.com/problems/utf-8-validation/,https://github.com/astromanish/CP/blob/master/final_solution/0393.%20UTF-8%20Validation/0393.cpp,,Not started,,Medium,,,,,,nan
634,Find the Derangement of An Array,https://leetcode.com/problems/find-the-derangement-of-an-array/,https://github.com/astromanish/CP/blob/master/final_solution/0634.%20Find%20the%20Derangement%20of%20An%20Array/0634.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0634.%20Find%20the%20Derangement%20of%20An%20Array/0634.py,Not started,,Medium,,,,,,nan
323,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,https://github.com/astromanish/CP/blob/master/final_solution/0323.%20Number%20of%20Connected%20Components%20in%20an%20Undirected%20Graph/0323.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0323.%20Number%20of%20Connected%20Components%20in%20an%20Undirected%20Graph/0323.py,Not started,Graph / Union Find / BFS / DFS,Medium,,Graph,,,,Graph / Union Find / BFS / DFS
1244,Design A Leaderboard,https://leetcode.com/problems/design-a-leaderboard/,https://github.com/astromanish/CP/blob/master/final_solution/1244.%20Design%20A%20Leaderboard/1244.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1244.%20Design%20A%20Leaderboard/1244.py,Not started,,Medium,,,,,,nan
1031,Maximum Sum of Two Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays/,https://github.com/astromanish/CP/blob/master/final_solution/1031.%20Maximum%20Sum%20of%20Two%20Non-Overlapping%20Subarrays/1031.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1031.%20Maximum%20Sum%20of%20Two%20Non-Overlapping%20Subarrays/1031.py,Not started,,Medium,,,,,,nan
320,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation/,https://github.com/astromanish/CP/blob/master/final_solution/0320.%20Generalized%20Abbreviation/0320.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0320.%20Generalized%20Abbreviation/0320.py,Not started,,Medium,,,,,,nan
858,Mirror Reflection,https://leetcode.com/problems/mirror-reflection/,https://github.com/astromanish/CP/blob/master/final_solution/0858.%20Mirror%20Reflection/0858.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0858.%20Mirror%20Reflection/0858.py,Not started,,Medium,,,,,,nan
267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0267.%20Palindrome%20Permutation%20II/0267.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0267.%20Palindrome%20Permutation%20II/0267.py,Not started,Backtracking,Medium,,Backtracking,,,,Backtracking
1324,Print Words Vertically,https://leetcode.com/problems/print-words-vertically/,https://github.com/astromanish/CP/blob/master/final_solution/1324.%20Print%20Words%20Vertically/1324.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1324.%20Print%20Words%20Vertically/1324.py,Not started,,Medium,,,,,,nan
1261,Find Elements in a Contaminated Binary Tree,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/,https://github.com/astromanish/CP/blob/master/final_solution/1261.%20Find%20Elements%20in%20a%20Contaminated%20Binary%20Tree/1261.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1261.%20Find%20Elements%20in%20a%20Contaminated%20Binary%20Tree/1261.py,Not started,,Medium,,,,,,nan
853,Car Fleet,https://leetcode.com/problems/car-fleet/,https://github.com/astromanish/CP/blob/master/final_solution/0853.%20Car%20Fleet/0853.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0853.%20Car%20Fleet/0853.py,Not started,,Medium,,,,,,nan
856,Score of Parentheses,https://leetcode.com/problems/score-of-parentheses/,https://github.com/astromanish/CP/blob/master/final_solution/0856.%20Score%20of%20Parentheses/0856.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0856.%20Score%20of%20Parentheses/0856.py,Not started,,Medium,,,,,,nan
1256,Encode Number,https://leetcode.com/problems/encode-number/,https://github.com/astromanish/CP/blob/master/final_solution/1256.%20Encode%20Number/1256.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1256.%20Encode%20Number/1256.py,Not started,,Medium,,,,,,nan
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,https://github.com/astromanish/CP/blob/master/final_solution/1334.%20Find%20the%20City%20With%20the%20Smallest%20Number%20of%20Neighbors%20at%20a%20Threshold%20Distance/1334.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1334.%20Find%20the%20City%20With%20the%20Smallest%20Number%20of%20Neighbors%20at%20a%20Threshold%20Distance/1334.py,Not started,,Medium,,,,,,nan
369,Plus One Linked List,https://leetcode.com/problems/plus-one-linked-list/,https://github.com/astromanish/CP/blob/master/final_solution/0369.%20Plus%20One%20Linked%20List/0369.cpp,,Not started,Linked List,Medium,,Linked List,,,,Linked List
325,Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/,https://github.com/astromanish/CP/blob/master/final_solution/0325.%20Maximum%20Size%20Subarray%20Sum%20Equals%20k/0325.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0325.%20Maximum%20Size%20Subarray%20Sum%20Equals%20k/0325.py,Not started,Array / Hash Table,Medium,,Array,,,,Array / Hash Table
215,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://github.com/astromanish/CP/blob/master/final_solution/0215.%20Kth%20Largest%20Element%20in%20an%20Array/0215.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0215.%20Kth%20Largest%20Element%20in%20an%20Array/0215.py,Not started,Sort / Partition,Medium,,Sort,,,,Sort / Partition
1310,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray/,https://github.com/astromanish/CP/blob/master/final_solution/1310.%20XOR%20Queries%20of%20a%20Subarray/1310.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1310.%20XOR%20Queries%20of%20a%20Subarray/1310.py,Not started,,Medium,"Compute accumulated xor from head, qeury result equals to xor[0, l] xor x[0, r], O(n) and O(n)",,,,,nan
427,Construct Quad Tree,https://leetcode.com/problems/construct-quad-tree/,https://github.com/astromanish/CP/blob/master/final_solution/0427.%20Construct%20Quad%20Tree/0427.cpp,,Not started,,Medium,,,,,,nan
399,Evaluate Division,https://leetcode.com/problems/evaluate-division/,https://github.com/astromanish/CP/blob/master/final_solution/0399.%20Evaluate%20Division/0399.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0399.%20Evaluate%20Division/0399.py,Not started,Graph,Medium,,Graph,,,,Graph
524,Longest Word in Dictionary through Deleting,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/,https://github.com/astromanish/CP/blob/master/final_solution/0524.%20Longest%20Word%20in%20Dictionary%20through%20Deleting/0524.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0524.%20Longest%20Word%20in%20Dictionary%20through%20Deleting/0524.py,Not started,Two Pointers,Medium,,Two Pointers,,,,Two Pointers
106,Construct Binary Tree from Inorder and Postorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,https://github.com/astromanish/CP/blob/master/final_solution/0106.%20Construct%20Binary%20Tree%20from%20Inorder%20and%20Postorder%20Traversal/0106.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0106.%20Construct%20Binary%20Tree%20from%20Inorder%20and%20Postorder%20Traversal/0106.py,Not started,,Medium,,,,,,nan
951,Flip Equivalent Binary Trees,https://leetcode.com/problems/flip-equivalent-binary-trees/,https://github.com/astromanish/CP/blob/master/final_solution/0951.%20Flip%20Equivalent%20Binary%20Trees/0951.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0951.%20Flip%20Equivalent%20Binary%20Trees/0951.py,Not started,Tree,Medium,,Tree,,,,Tree
1135,Connecting Cities With Minimum Cost,https://leetcode.com/problems/connecting-cities-with-minimum-cost/,https://github.com/astromanish/CP/blob/master/final_solution/1135.%20Connecting%20Cities%20With%20Minimum%20Cost/1135.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1135.%20Connecting%20Cities%20With%20Minimum%20Cost/1135.py,Not started,,Medium,,,,,,nan
402,Remove K Digits,https://leetcode.com/problems/remove-k-digits/,https://github.com/astromanish/CP/blob/master/final_solution/0402.%20Remove%20K%20Digits/0402.cpp,,Not started,Greedy,Medium,,Greedy,,,,Greedy
919,Complete Binary Tree Inserter,https://leetcode.com/problems/complete-binary-tree-inserter/,https://github.com/astromanish/CP/blob/master/final_solution/0919.%20Complete%20Binary%20Tree%20Inserter/0919.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0919.%20Complete%20Binary%20Tree%20Inserter/0919.py,Not started,,Medium,,,,,,nan
96,Unique Binary Search Trees,https://leetcode.com/problems/unique-binary-search-trees/,https://github.com/astromanish/CP/blob/master/final_solution/0096.%20Unique%20Binary%20Search%20Trees/0096.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0096.%20Unique%20Binary%20Search%20Trees/0096.py,Not started,,Medium,,,,,,nan
120,Triangle,https://leetcode.com/problems/triangle/,https://github.com/astromanish/CP/blob/master/final_solution/0120.%20Triangle/0120.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0120.%20Triangle/0120.py,Not started,Array / Dynamic Programming,Medium,,Array,,,,Array / Dynamic Programming
355,Design Twitter,https://leetcode.com/problems/design-twitter/,https://github.com/astromanish/CP/blob/master/final_solution/0355.%20Design%20Twitter/0355.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0355.%20Design%20Twitter/0355.py,Not started,Hash Table / Design,Medium,,Hash Table,,,,Hash Table / Design
677,Map Sum Pairs,https://leetcode.com/problems/map-sum-pairs/,https://github.com/astromanish/CP/blob/master/final_solution/0677.%20Map%20Sum%20Pairs/0677.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0677.%20Map%20Sum%20Pairs/0677.py,Not started,Trie,Medium,,Trie,,,,Trie
1034,Coloring A Border,https://leetcode.com/problems/coloring-a-border/,https://github.com/astromanish/CP/blob/master/final_solution/1034.%20Coloring%20A%20Border/1034.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1034.%20Coloring%20A%20Border/1034.py,Not started,,Medium,,,,,,nan
723,Candy Crush,https://leetcode.com/problems/candy-crush/,https://github.com/astromanish/CP/blob/master/final_solution/0723.%20Candy%20Crush/0723.cpp,,Not started,Array / Two Pointers,Medium,,Array,,,,Array / Two Pointers
209,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,https://github.com/astromanish/CP/blob/master/final_solution/0209.%20Minimum%20Size%20Subarray%20Sum/0209.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0209.%20Minimum%20Size%20Subarray%20Sum/0209.py,Not started,Array / Two Pointers,Medium,,Array,,,,Array / Two Pointers
338,Counting Bits,https://leetcode.com/problems/counting-bits/,https://github.com/astromanish/CP/blob/master/final_solution/0338.%20Counting%20Bits/0338.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0338.%20Counting%20Bits/0338.py,Not started,,Medium,,,,,,nan
866,Prime Palindrome,https://leetcode.com/problems/prime-palindrome/,https://github.com/astromanish/CP/blob/master/final_solution/0866.%20Prime%20Palindrome/0866.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0866.%20Prime%20Palindrome/0866.py,Not started,,Medium,,,,,,nan
519,Random Flip Matrix,https://leetcode.com/problems/random-flip-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0519.%20Random%20Flip%20Matrix/0519.cpp,,Not started,,Medium,,,,,,nan
487,Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii/,https://github.com/astromanish/CP/blob/master/final_solution/0487.%20Max%20Consecutive%20Ones%20II/0487.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0487.%20Max%20Consecutive%20Ones%20II/0487.py,Not started,Two Pointers,Medium,,Two Pointers,,,,Two Pointers
15,3Sum,https://leetcode.com/problems/3sum/,https://github.com/astromanish/CP/blob/master/final_solution/0015.%203Sum/0015.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0015.%203Sum/0015.py,Not started,,Medium,1. Sort and O(n^2) search with three points <br>2. Multiple Two Sum (Problem 1),,,,,nan
1222,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king/,https://github.com/astromanish/CP/blob/master/final_solution/1222.%20Queens%20That%20Can%20Attack%20the%20King/1222.cpp,https://github.com/astromanish/CP/blob/master/final_solution/1222.%20Queens%20That%20Can%20Attack%20the%20King/1222.py,Not started,,Medium,,,,,,nan
74,Search a 2D Matrix,https://leetcode.com/problems/search-a-2d-matrix/,https://github.com/astromanish/CP/blob/master/final_solution/0074.%20Search%20a%202D%20Matrix/0074.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0074.%20Search%20a%202D%20Matrix/0074.py,Not started,,Medium,,,,,,nan
311,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication/,https://github.com/astromanish/CP/blob/master/final_solution/0311.%20Sparse%20Matrix%20Multiplication/0311.cpp,https://github.com/astromanish/CP/blob/master/final_solution/0311.%20Sparse%20Matrix%20Multiplication/0311.py,Not started,Matrix,Medium,,Matrix,,,,Matrix
